name,reviews.text_pos,reviews.text_neg
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","I've had lots of tablets in the past, mostly from the Samsung line, but this is my first Amazon Fire, so I want to write this review for others who have never tried one of these. At the time that this was written, Alexa had not been added to the tablet.First, while this device runs an Android type of operating system, Amazon puts its own spin on the operating system. I don't feel like I'm using Android. This feels different to me. It doesn't have the same level of customization that Android users have come to appreciate. That being said, if you are an Amazon Prime member, this device has been tailored to be your content entertainment machine. It's simply a fun way to consume your magazines, books, etc.There are 3 on-screen buttons on the bottom of the device. The middle button immediately takes you to your home screen. The button to the left acts as a sort of ""back"" button. It also lets me get rid of my keyboard when I don't need it on screen, but it's open. The button to the right is super important. It took me a couple of days to realize what it does. That square shaped button is what you press you see what apps you have open. It lets you switch between apps, but it also lets you see which apps you have open and close them out. You can close them by pressing the ""X"" button in the corner of the window that appears or by touching the app window and swiping to the right. If you leave all of those apps open and you never close them, you'll drain your battery. Make sure you use that little square button to clear your apps.The device has several menus that you swipe left to view. First, you start with your home screen. You literally can stay on this screen and do anything you need to do on the tablet. All of your apps are housed here. You swipe up to view all of them. The tablet comes with several apps pre-installed such as Slik, Amazon's own internet browser, Audible, Good Reads, the Amazon app store, a weather app, etc. You can go to the Amazon app store to download other apps such as Twitter, Facebook, etc. You can combine the apps on this page into folders. You just drag one app to another app and a folder appears. This made my home screen much more manageable. You can change the size of the font on the home screen from normal to large or small in the device settings. This feature doesn't necessarily increase the size of the font within your apps, however. I believe it only changes the font on your main screens.If you have a magazine or newspaper subscription that is connected to your device, when you have a new issues, it will show up at the top of your home page screen under the heading of ""new items."" The device comes with a free 6 month subscription to the Washington Post. You'll see that under ""new items"" when you initially activate your tablet.You can change the wallpaper on the screen to use one of your own photos. You can do this through the settings menu on the device. If you want to use one of your own photos, however, you need to either take it on the device or move it into Amazon's Photos app, which is a cloud-based app.So far, I haven't found a way to effectively use a different photo management app that will let me change my wallpaper. I'm not crazy about the Amazon Photo app. I found it annoying to move my photos from my phone into Amazon's cloud just so I could view them on my tablet. That being said, I'm not planning to take photos on this device. I just wanted a few pet photos on there and the ability to change my wallpaper.Beyond the home screen, you can swipe to the right to view your other screen. They are pre-arranged to be: books, videos, games, shop, apps, music, audiobooks, and newstand. All of those screens are connected to your Amazon account. For example, if you have Kindle books you've already purchased, they automatically will appear under the Books menu. Your magazines and newspaper subscriptions will appear under the newstand menu. There doesn't seem to be a way to change the order of the menu pages. That bugs me, but it's not the end of the world. There's also one menu to the left of the ""home"" menu. It's the ""recent"" page. It shows you what you've received looked at on the tablet. I never use it, but it might be handy for some people.One of my favorite features of this tablet is Amazon's ""On Deck"" capability. If you're an Amazon Prime member, Amazon will periodically download a video to your device that it thinks you might like. The items don't count against your pre-installed memory and they automatically deleted off if your memory starts getting full. You can turn off the ""on deck"" feature if you don't like it. I've been content with the video playback capability. This isn't my major use of the device, but the images look fine and the audio is OK. I'll talk more about the speakers later. My other favorite feature of this tablet is viewing magazine content through the Newstand. I've tried 3 magazines on here and they all look gorgeous. Now, I can always have my magazines with me so if I'm stuck at the airport or at the doctor's office, I always have them. One of my regular magazines includes a free digital version of the magazine for free. I just had to connect my account to the device. This allows me to download the back issues of the magazine for as long as I've had an account. My other magazine didn't include a digital edition so I canceled the print edition of it and switched to the digital version. (It was an inexpensive magazine, anyway.) There are several magazines that you can try free for 30 days on the device. I did this with a third magazine and decided to keep it for a year. Viewing magazines on this gadget is a pleasure.The Kindle Fire doesn't come with the Google Play store installed. You can side load it to the device without rooting it (and breaking your warranty.) You can Google to find the instructions to do this. It's not difficult to do if you're fairly comfortable with technology. It probably took me 10 minutes. Most of the apps I wanted were in the Amazon store, but there were a handful that I had paid for through Google Play. The only way I could have them was to go back to access that store. They have worked fine so far. I despise the keyboard that Amazon pre-installed on this device. There are no lines between the letters on the keyboard. I suppose it designed to be better for swyping through keys, but I hate it. I fixed that problem by going to Google Play and downloading a new keyboard. It was a pretty easy problem to solve so I can't complain.Apps that are connecting to the Internet can be a little slow to load on this device compared to my other gadgets, but that generally doesn't bother me. If you were using this tablet to replace your personal laptop, however, that might drive you crazy. The screen on this device isn't bad. If I compare it to my fancy phone, it's not as shape, but when you think about the price of this device compared to my smartphone, the screen is outstanding.The speakers are OK. There are two of them located on the bottom of the screen. I won't say that they are fantastic. They aren't. In my opinion, they are fine for watching YouTube or a television show. They are not OK for listening to music if you are an audiophile. You can make it a little better by downloading a different music app instead of relying on the pre-install app, but still your music will sound tinny. That being said, you can always connect your tablet to a bluetooth speaker, use a pair of headphones, etc.This device wasn't made for taking pictures. It has a front and back camera, but they aren't designed to be spectacular. I'm not using them.I find this device a little difficult to hold in my hands. I think that's partly because of the size and partly because it feels very slick. Also, I do have some hand problems (similar to someone who has Carpal Tunnel syndrome). I think it will be easier to handle once my case arrives. I'm still waiting for it. I'm greatly enjoying this device. It's simply fun to use the tablet. There are weaknesses that come with that lower price tag, but you legitimately get a lot of bang for your buck, particularly if you regularly use Amazon services. If you don't typically use Amazon and you are just looking for a tablet for viewing the Internet and you're looking for a low price tag, this device may be OK for you.",I had to return this product as it was not compatible with things such as Facebook and Itunes... which is what I needed it for. Great if you are into books and streaming movies!
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","I bought my Fire HD8 as an alternative to carrying around my laptop and having to buy many textbooks for college. The fact that I saved well over $150 on one of the 5 books I had to get this semester was a godsend. Most all undergraduate courses I have seen are offered in eBook form for Kindle. If you do not care about having the constant ability of being on the internet without WiFi or other hotspot, it's a great resource. Pros:Price for this was still less than the money saved for my Biology Book.A lot less weight that 5 college textbooks.So far all books I need for college are available as eBooks through Amazon.A single charge can make it through an 8 hour school day.Cons:If you want/need a network connection, you have to use your phone as a hotspot or connect to another WiFi network. Bottom line, I wanted a cheaper alternative to having to lug over $750 in books around. I came out at well under $500 considering I bought this.",Much harder to work than an android. None of the wallpaper apps I downloaded from the kindle store work on the device. many of the other apps look cheap on the display. other wise it is prettier and more responsive than the cheaper $49 tablet. They make it look like an android tablet but it is not. no google play. Everything is just harder to work than on a regular android BUT for a tablet under $100 it exceeds expectations. It is more responsive than other models of fire
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black","Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose, though","The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!"
"All-New Kindle E-reader - Black, 6 Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers,,",I'm very glad that I made this purchase. I don't often bring my computer with me when I travel. I enjoy having the option of using a standard outlet to charge the Paperwhite.,"I ordered the Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders however, what I received is nothing like what is pictured. I received a charger cord that states LG Electronics and Verizon Accessory. I am not certain that these are the same item."
"All-New Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",I love the Amazon Kindles! They are a reasonable price for a great little tablet.,"This was advertised as the latest version 8. My ignorance led me to its 79 price. I thought they were all Paperwite - as in just like white paper in a book. Bought it for my wife. I returned mine as a refused shipment and ordered the PaperWhite. It has a backlight, higher resolution, and for 20, worth it. Kindler 1"
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi - Includes Special Offers",This is perfect. I carry mine 24/7. Super fast also. Only downside is the battery life is not good. I have to charge at least once a week no matter how I use the settings/light level.,This is a neat little device and I love it. I am glad they added Audible functionality. It is a little pricey for an E-reader... actually very pricey but I got mine as a gift. I wish you didn't have to pay to have the ad's disabled though :(
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers","Love bigger screen, bold fonts, auto rotate & ability to hold it with one hand. Hate slippery aluminum backside. Where did the grippy textured surface go? So easy to drop.","I've always been a fan of the Kindle, ever since the first one came out over a decade again.I was excited about this Kindle due to the many premium features it showed - the all-metal finish, high-resolution ePaper display, backlighting, extended battery life, etc.I was significantly disappointed to see that Amazon pushes ads through the Kindle when you put it into sleep mode, and throughout the store options. Additionally, I was further frustrated by the fact that I learned there was a cellular version (available direct from Amazon) but not through the store. For such an expensive unit, to have ads with no option to disable them, seems unreasonable and like a rip-off. Additionally, the fact that this only supports wifi (not cellular or WhisperSync) makes it even more of a drawback and something I would not recommend to a friend - stick with the cheaper version.I also found annoying problems trying to get my Apple Airpod earphones to work with this device. Pairing took forever to finish or work (had to try three different times) and if the unit sits for too long, I found that I had to go through the entire pairing process again; they were not automatically connected and synced the moment I had both devices turned on."
"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,","I love this so much, I bought two! Also bought one for my parents. It is really easy to start up. Walks you right through the install process. I highly recommend.","I was tokd if you had wfi there would be no problem to make it work. Wrong, I already gave it to the person and they cannot make it work, they do not have a smart phone, but have computer and wifi... Im afraid I will have to return the item."
Amazon - Echo Plus w/ Built-In Hub - Silver,"Bought this for my mom that is electronically challenged and she loves it. Makes her feel like she is a tech wiz. Makes me feel better about her ability to turn lights on and off as she comes and goes. More importantly, she is in her 70s and Iives alone, she can make a phone call using Alexa from anywhere she has an echo. I bought her 3 to cover her whole house. This means if she falls down and can’t get to her phone she can dial me or 911 with her voice.....a must have!!!",When I tried to hook it up it wouldn't recognize my internet. I will have to contact best buy when I get home and have their guys come out to see if they can get it working
"Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,,,
Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,,,",Can't beat a tablet for $50 that actually works!!!,Ran well. Couldn't download very many apps until space ran out. We didn't like that you couldn't use Google play either
"Amazon - Kindle Voyage - 6"" - 4GB - Black","Great looking display. Text is sharp and easy to read. The lighting of screen is wonderful for reading in lower light environments. This is a little more compact than the paper white model. I really love the page press button areas. Makes it so you can turn pages without adjusting your hand (as long as you are holding the voyage with your thumb resting in the button area). Sounds like a minor thing, but to me it's a big convenience!",I have a Paper White 1 and 2. Honestly it is difficult to justify double the price value. I certainly like most added features but not sure its worth the extra money. To note it operates great just not sure its worth an upgrade to the latest greatest.
"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","My husband's previous tablet died a sudden death, so I gave it back and bought this FIRE. The sound volume and quality is much better.",Dont have option for password ask you before buying apps once you authorized as allow its done.Not as many free good apps Like apple have it
Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,got this for my kindle 7 tablet . Does an excellent job charging the kindle fire 7 a lot faster than the one it came with the kindle fire,I bought this because the package said it was a fast charger only to find it charges at normal speed... That was disappointing. I'm pretty sure I'm not doing anything wrong. It seems pretty self explanatory... :/
"Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,",Alexa is the greatest product ever I use it around the house all of the time,"After all the great reviews I thought it would be wonderful to use as a helping hand running a business solo. However, for this case it isn't very helpful. Unlike Cortana or Siri, Alexa only works with commands based on the petty apps that can generate the commands. It can't use your whole phone or computer to pull up apps or anything special. Even the simple stuff like weather was a hassle to try to change location and simple data like calendar, and anything you want to learn just refers back to the Alexa app which by the way is absolutely awful. You can't use your own calendar alone, everything has to be linked to one of the several lackluster apps that have been created. I think this will be great in the future but as far as offices go, it seems an unnecessary false luxury. At home with smart appliances may be its only use. (Recommended for home entertainment use only)."
Amazon Echo (1st Generationcertified) Color:White Free Shipping,"We have several echoes and dots throughout our house, we use it to listen to music, check the weather, traffic, adjust settings on our smart home devices, create shopping lists, use it as a kitchen timer, check facts, use as an intercom, phone family, as a bedside alarm, listen to music throughout the house, and the list just goes on and on. It really is a personal assistant, new skills are appearing every day and It's fun finding new things she can do and answer. Ever expanding knowledge base and skills are the biggest feature, not likely to become obsolete very soon .....","I really liked the idea of having a device I could talk to out of nowhere that would answer (although our cells phones can do similarly, but you have to turn them on and press buttons, etc.). It is also gratifying to be able to tell a device to play music and it does. I was quite disappointed in the ability of Alexa to answer any serious questions. Jeff needs to pay to send his programmers back to search school. So many times Alexa says a phrase similar to I don't understand the question So basically I paid for a radio. I paid extra for the larger one, but the output is still no different than a clock radio. Come on Amazon!!!"
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","When I first read about Amazon Echo Show, I thought the sound quality would be inferior to Echo because of the small size, which to me would be a deal breaker. I read that the sound is actually superior to Echo & it is compatible with most existing security cameras, so I decided to buy one. Then Best Buy ran a strong promotion if you buy 2, so I caved and bought 2. (I have a number of Echo's and 2) Echo Dots in the house). I am completely BLOWN AWAY by Echo Show!! Here is a brief summary of thoughts: LIKES: 1- Substantially the Best Sound Quality of any Echo to date, with stronger bass, directional stereo, Dolby Audio & focused sound field to the front. You can rock out louder, with less sound to the sides & back, so you do not share your music to all, as does the Echo.2- The 8) Far Field microphones are more effective than Echo. 3- High resolution 7"" screen is perfect for a desk or kitchen. 4- Song lyrics are great! (Free optional setting to turn on lyrics). 5- Photos of the album cover & the band on all music are awesome! 6- 3) buttons on top: Mute / Camera Defeat with red on screen indicator; Volume UP & Volume Down. 7- Excellent resolution with built-in camera. 8- Auto presence detector turns Show screen on when you are detected. 9- Speak to Alexa, just as with Echo or Dot, & Show mutes the volume & shows what you asked on the screen, with the music volume lowered in the background. 10- Ask the forecast & you get written & verbal forecast. You also get a second screen showing the next 4 days, including real feel, a picture of the anticipated weather, chance of rain, etc. 11- Say: Alexa, show me the ""Front Porch"", or any of the numerous security cameras & within 2 seconds, there is a highly detailed live video with sound! 12- Video conference - I do not know anyone else with Show yet, so I cannot try this but call yourself & you can see the picture they will see to adjust your surroundings. 13- Uses the same power supply as Amazon Echo. 14- Sleek shape fits right in with contemporary surroundings (see photo of Show in the center of the desk with 2) 4K monitors & iPad Pro). 15- The touch screen sensitivity is perfect. 16- Build quality is First Rate! 17- Rubber feet protect any surface & are anti - slip. 18- Addictive! More than any other device, this is one you will want in the center of your desk, as shown in my photo, because once you add the video component, you will wonder how you enjoyed music, sports, & just about everything, without it! 19- See your shopping list. 20- See visual confirmation that the lights you ask Alexa to turn on actually turned on. DISLIKES: NONE! I would only offer one design option. I would offer an optional Amazon Echo Show Wireless Subwoofer for this beast, that you could buy later. It would work like the many Soundbars that include a Wireless Sub. That would allow SHOW to not only ROCK OUT, but to shake the walls at the same time!I am seriously planning to sell some Echos & Dots to pick up a couple more Shows. They are GREAT!!","I loved this thing until it was time to go to bed. Although it dims, the lowest setting is still very bright--like sleeping with a flashlight in your face. I hope they make fixes that will allow the screen to dim more. Also, not crazy about having a camera connected to the Internet on my nightstand. If you cover it up, the motion sensor then won't work. The sound is OK--not quite as good as the non-screen Echo--maybe because it's not omni-directional like the regular Echo. My enthusiasm for this device has subsided quite a bit because of these issues."
"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Now, I didn't expect this to be an amazing tablet, but people were generally saying it was snappy enough. I wanted a media tablet. Something I could use late at night to watch YouTube videos or an episode of my favorite show while laying in bed. I also like it for online shopping so I don't have to hold a laptop but am not looking at my phone screen.PROS:Tablet exceeded my expectations. It's great for media. I use this more than my phone and my laptop now.It's snappy, I was able to complete my homework for online classes, watch videos from CNN and other tasks without too much struggleIt can be a general purpose tablet. HEED MY WARNING doing the following may void your warranty with Amazon, I'm not sure. But I installed the Google play store on my fire HD 8 and now have access to a huge selection of apps. I decided to do this after finding there was no good YouTube app from Amazon's app store. Because fire OS is basically Android with a heavy skin on it, everything runs perfectly as you can see from the pictures.SOUND IS FANTASTIC!!!! Did I say that loud enough? Yes they are still tablet speakers, no they won't fill your whole room with bumping bass but MY GOSH these are some GOOD tablet speakers. Better than my $900 smartphone, $1000 laptop and $500 iPad. What I'm trying to say is, the speakers are way better than the price point would suggest. Bravo Amazon.CONS:Ram is lacking. Doesn't excel in multitasking, drops tasks while you're away even if it was the last thing you were doing. It does this randomly however, and it's not always a problem. When it is it's very annoying.Screen is meh. It's good enough to not be a bother but coming from a 4k laptop and AMOLED display on my Google pixel XL, the screen is lacking. To the standard user, I don't think it will be noticeable though, and looks pretty good.Case and screen protector selection are sad and limited. Hopefully that changes soon as this tablet was just released this month.Cameras are useless. Not what I bought the tablet for so it didn't bother me one bit, but don't buy it for the cameras, a potato could take better photos.CONCLUSION:So overall I adore this tablet. I use it every day and now that I can have my Google apps and such on it, it is a fully functional Android tablet. It's wonderful, suits my needs, and hasn't disappointed me yet. Highly recommend.",This is unacceptable spend the extra money for a tablet without obtrusive software and advertising
"Amazon Fire Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,
Amazon Fire Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,",I went to the store to buy an Echo only to find out that it is a hot item this year and they were sold out. A very nice young man helped me and ordered the item right away and had it delivered to me before Christmas. Great customer service!,"A wonderfully designed device, but its use is fairly limited. I bought it primarily to use as a Smart Home control device. However, although it allows you to turn on and off lights, you cannot add timers to the control instructions. For instance, you cannot tell the Echo to turn off a light in 30 minutes; you can only tell it to turn it off or on immediately. Finding that out was incredible disappointing. I don't know understand why it would be so hard to add such a feature."
"Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,
Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,",Reading on the voyage is such a pleasure. Its so much more convenient than carrying around an actual book. I love that I can read in bed without disturbing my partner. The backlight makes reading a pleasure whether in the dark or outside in the sun. Truly well worth the price if you are a serious reader. I love having several books available so I never run out of reading material while at the doctors or on a plane......,"Pros - weight is super light, small size, long battery, I fell it to floor a few times and screen didn't breakCons - it takes half second for the next page to appear on screen when turning pages, similar to ""fade in"" animation in PowerPoint. I would prefer more seemless appearance of next page."
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",Best Birthday present I ever got... I have my lights set up using Alexa and thermostat.. Also use the shopping list everyday helps to remember when I am at the store shopping.. love playing millions of trivia games and all the information she gives all day.. also love the many new apps added almost ever day... I Love my Alexa I highly recommend it!!,"Echo simply did not do anything it was advertised to do. Basic weather was sporadic and more detailed questions resulted in ""Cannot find response""."
Amazon Kindle Charger Power Adapter Wall Charger And Usb Cable Micro Usb Cord,I wanted a new cord for my kindal and I wanted one like the one that came with my kindal. This was not what was as described. It's not white or anything like the original. It did ship quickly. I seldom write reviews I like my privacy.,"When I got my Kindle Fire, I got a protective cover for it and figured I'd be ok, because I don't travel much at all (am bedridden/disabled from car accidents). After a while, I couldn't get the mini-USB cord to stay in the plug on the Kindle. After describing the problem to Amazon, they sent me a new cord (I got the newer one with an AC plug and had to pay for it). Unfortunately this did not solve the problem, and I had to mail them my Kindle, and they shipped me a new one, configured mostly the way I had everything before I sent it, which was very convenient. Using my new cable (purchased through the Amazon Kindle store), I had no problems, at first.With only very light use, primarily for reading books for short intervals, the problem I had before with the mini USB plug on the Kindle not fitting tightly into its socket. After changing up AC to USB, as well as trying both USBs on my computer, I was unable to get the Kindle to start because it had less than 15 charge on the battery but I had no way to charge it. The only way to resolve the issue would be to go through the procedure described above I read a number of the positive reviews (which are usually posted first), and nothing was mentioned about this problem--there were so many reviews I didn't have the time to go through them all. I'm in the middle of a book, and use the Kindle to play Scrabble with a friend, and we're in the middle of a game...So I haven't decided what to do yet... It's after 5 a.m. Sunday morning so I can't call the Kindle Store for advice.I had been considering upgrading to one of the new Kindle products, but after having this recurring problem, I am leery of spending that kind of money, only to possibly have the same issue.Read more"
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.",Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant.
"Amazon Kindle Fire 5ft USB to Micro-USB Cable (works with most Micro-USB Tablets),,,
Amazon Kindle Fire 5ft USB to Micro-USB Cable (works with most Micro-USB Tablets),,,",Alexa is very good a quickly satisfying your music requests. The whole interface is novel and interesting to use and for guests who have not encountered Alexa previously. Sound quality is good but not top shelf. I purchased one for our son and son-in-law for Fathers Day. Finally about 3 weeks ago we bought one for ourselves. Net: worth purchasing.,Good speaker but limited if you don't have a big music collection. I wish it did more
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","This review comes with a caveat. Many tech sites say e-readers are dying, kind of like the ""Nintendo is doooooomed"" crowd, or the GPS is obsolete argument. I don't disagree. As our phones become more sophisticated and the phone screen sizes continue to balloon up to tablet-like proportions, dedicated devices will continue to go the way of the dodo. But sometimes, if you're interested enough, a dedicated device is precisely what you need. I had (key word: ""had"") an ipad mini 2 that I had been using as my all-round in-bed Netflix + reading machine. Except I'd get about 3 seconds in before getting nudged by my wife due to half the room being lit up. As I spend more time reading on my ipad than watching Netflix, I decided to sell my ipad mini and just buy 2 kindles - one for my wife and myself. The new Kindle Paperwhite feels just as solid as the outgoing model, but the resolution is now 300 dpi. The e-ink screen almost feels like a page of a paperback when you swipe, and in my personal preference, I like that.The battery is rated to last 6-8 weeks on average between the various tech sites, which trumps my ipad mini by several life cycles. Yes the screen has to refresh unlike a tablet, but it's not very noticeable and I don't find it distracting at all for reading.Cases aren't nearly as ubiquitous as for the ipad, so you've basically got the standard Amazon-branded leather case or offbrand cases from sites like Ebay.I enjoy reading, and I frankly don't want to wear any thicker glasses than I already have. Backlight can cause bad eye strain, so that's another plus for the Kindle over the iPad.In summary, TL;DR: if you want a dedicated e-reader, you can't go wrong with the Kindle PW. The price:performance ratio is much better than the Voyage IMHO.But that's assuming that you're somebody who spends enough time reading to make the Kindle device worth carrying. If you only read for a few seconds here and there, adding an extra device to lug around isn't for you. So like a Garmin, the market has a specific niche and YMMV depending on your needs. For me, the Kindle was a great fit.",Paper white does not allow you do use books from the library as you cannot load apps. Only books from Amazon are available to read.
Amazon Kindle Replacement Power Adapter (Fits Latest Generation Kindle and Kindle DX) For shipment in the U.S only,"Since the details for the items are a little sparse I thought I would provide the specs listed on the power adapter.AC Input 100-240 Volts, 0.15 Amps, 50/60 HzDC Output 4.9 Volts, 0.85 AmpsThis adapter has a Flextronics part number of 09500043-200, Model A00810","I purchased my Kindle2 in March of 09 - and it came with this adapter and cord. It is now October 09, and the small part of the adapter for this cord has stopped working. Fortunately, I was able to plug the CORD part into my laptop's USB port, and charge the Kindle that way. While plugged into a wall socket using Amazon's adapter, it does not charge at all (no light, no charge, no nothin'). I tried using the USB/Power adapter for my iPod, but the charge light blinked intermittently, and it seemed to drain the Kindle's battery. I have only had this for 9 months. I think the adapter should last longer than that. Preferably, Amazon could/should have come up with an interface that allows the use of adapters we already have - like for our phones or iPods. It's not rocket science... but it IS marketing. I came online to purchase the replacement, but I'm not sure I want to buy the same thing.... I have both the original Kindle and the Kindle2, and I love the product, but with this adapter, I have to ask.... Why"
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,"I bought this after I bought the Amazon Echo. This was actually an impulse buy. I saw it and bought it not reading any reviews on it, because I enjoyed the echo so much. It does everything the Echo does, but the sound quality is not great. When you're playing at middle volume, it's ok. The lows are there but doesn't sound good. I'm guessing I'm comparing it with the Bose mini soundlink. When you set the volume high, the bass is almost non-existent. The mids and highs are loud with the louder volume. Another difference is that with tap, you have to press the mic button to start saying commands where as with the echo, you can just say the wake up word and it will start listening to your commands. I do like the fact that it's portable. Because of that, I'm on edge of returning it and holding off until maybe another model comes out with better bass.",just okay! Product was for my girlfriend. Doesn't appear she uses it much except to steam music. Most of the questions I ask it I get nothing. I like Siri better.
Amazon Tap Smart Assistant Alexaenabled (black) Brand New,"It was just a few weeks ago that I was bemoaning the fact that I did not scoop up an Echo back when they were being released last year. Not only could it be had at nearly half off the current price, but it came with a voice remote and we could have had a year longer using this amazing device...Well, here I am, a year late to the game and I can now proudly say that I own both an Echo and this new little Tap! Can I just say that I am OBSESSED with all things Echo and Alexa. These are devices that you may not realize how much you'll use it until you've given them a try.I have been spending the last few years getting our home automated. I currently use a combination of Smartthings, IFTTT and Logitech Harmony to control the home. Alexa fits right into the middle of all that and gives us the ability to control our home via voice. For me, this is the killer feature. I can integrate all three parts of our home control right into Echo/Tap and make our house even smarter with very minimal setup.Read more",I was not overly impressed with this system. I didn't realize you have to buy Amazon prime in order to use the functions. It didn't connect easily to my phone. It wouldn't just stream music saved on my iPhone. I had to download a music app and then load my music into the app. It wouldn't work. Way too much work and added expenses in order to use. Wasn't happy with that so I returned it and purchased a jbl portable Bluetooth speaker.
AmazonBasics 11.6-Inch Laptop Sleeve,"Recently, I spent my hard earned money on a 13.3 Macbook Pro Mid 2012. I like to take care of my personal belongings, and this 1000 piece of machinery was no exception. So this began my search for a laptop sleeve. Wandering my local general stores (Wal-Mart, Target, Best Buy, etc.) I noticed a cheap laptop sleeve (as in cheap quality) was nearly 16! I was like HECK NO! So I jumped on Amazon (btw amazon is the best shoutout to all the hard workers running this website and service) and searched a laptop sleeve. After approximately 9.24 seconds of searching I came across this gem. COULD IT BE! An affordable, durable, and classy laptop sleeve for under 10. Being the educated consumer I started to read reviews. I came across a few that said: Laptop Didn't Fit. This was it, this was the end, I built it all up to let myself down. But being the poor High-School student I am, I pocketed some of my parents lunch money and ordered it. When it got here I opened the package. You know the scene in Star Wars when Darth Vader removed his mask That's what it was like, shocking, but beautiful. I unboxed it and immediately took my laptop out of my backpack (which was stored in a nice soft tee-shirt previous to this sleeve purchase) and tried to slip it in the case. Wow. The sleeve fit like a glove.If you have a 13.3 Macbook Pro Mid 2012, I highly recommend this product. It protects your laptop very well and snug. No other sleeve is as affordable, fashionable, and durable as this one.","BETTER THAN NOTHING, But not as good as the CASE LOGIC: ELS-111 11 Chromebook/Surface 3 Sleeve. Fits the MacAir 11.6 perfect. The Amazon sleeve is simply neoprene, which snags and has so much friction, it doesn't easily slide in/out of my backpack. The Amazon quality is decent, but looks like a beer can cozy (koozie) compared to the CASE LOGIC. The CASE LOGIC IS NOT just NEOPRENE! It is highly protective, light, low density foam encased in canvas. It's more durable and slide in and out of my backpack better. Also the CASE LOGIC opens on two sides not just a slit on one side like the Amazon.(I bought both, and tried to return the AmazonBasics, yet Amazon was going to charge me 8.34 to send it back.. so i am keeping it.. Don't waste your time.. Don't make my mistake, buy the CASE LOGIC ELS-111 11 (note: last photo of Case Logic sleeve)"
AmazonBasics 15.6-Inch Laptop and Tablet Bag,"The larger one was bought for me as part of a Christmas gift...I enjoyed mine so much that I bought this one for a birthday gift.....sturdy, stylish, padded and protects well. Good buy for the price",I have owned the product for about a month and it is as advertised. The case only opens about a third of the way. I have always had computer bags that opened fully. It it inconvenient to have to wrestle with the laptop trying to fit it through the small opening. I recommend spending few extra shekels and buy a case that fully opens.
